cod,Clave,Nombre
13642,Z208,Contacto con y Exposición a otras enfermedades transmisibles
13641,Z207,"Contacto con y Exposición a pediculosis, acariasis y otras infestaciones"
13637,Z203,Contacto con y Exposición a rabia
13638,Z204,Contacto con y Exposición a rubéola
13635,Z201,Contacto con y Exposición a tuberculosis
13640,Z206,Contacto con y Exposición al virus de la inmunodeficiencia humana [VIH]
11347,W60,"Contacto traumático con aguijones, espinas u hojas cortantes de plantas"
11354,W606,"Contacto traumático con aguijones, espinas u hojas cortantes de plantas, área industrial y de la construcción"
11351,W603,"Contacto traumático con aguijones, espinas u hojas cortantes de plantas, áreas de deporte y atletismo"
11352,W604,"Contacto traumático con aguijones, espinas u hojas cortantes de plantas, calles y carreteras"
11353,W605,"Contacto traumático con aguijones, espinas u hojas cortantes de plantas, comercio y área de servicios"
11350,W602,"Contacto traumático con aguijones, espinas u hojas cortantes de plantas, escuelas, otras instituciones y áreas administrativas públicas"
11355,W607,"Contacto traumático con aguijones, espinas u hojas cortantes de plantas, granja"
11349,W601,"Contacto traumático con aguijones, espinas u hojas cortantes de plantas, institución residencial"
11357,W609,"Contacto traumático con aguijones, espinas u hojas cortantes de plantas, lugar no especificado"
11356,W608,"Contacto traumático con aguijones, espinas u hojas cortantes de plantas, otro lugar especificado"
11348,W600,"Contacto traumático con aguijones, espinas u hojas cortantes de plantas, vivienda"
11215,W46,Contacto traumático con aguja hipodérmica
11222,W466,"Contacto traumático con aguja hipodérmica, área industrial y de la construcción"
11219,W463,"Contacto traumático con aguja hipodérmica, áreas de deporte y atletismo"
11220,W464,"Contacto traumático con aguja hipodérmica, calles y carreteras"
11221,W465,"Contacto traumático con aguja hipodérmica, comercio y área de servicios"
11218,W462,"Contacto traumático con aguja hipodérmica, escuelas, otras instituciones y áreas administrativas públicas"
11223,W467,"Contacto traumático con aguja hipodérmica, granja"
11217,W461,"Contacto traumático con aguja hipodérmica, institución residencial"
11225,W469,"Contacto traumático con aguja hipodérmica, lugar no especificado"
11224,W468,"Contacto traumático con aguja hipodérmica, otro lugar especificado"
11216,W460,"Contacto traumático con aguja hipodérmica, vivienda"
11303,W56,Contacto traumático con animales marinos
11310,W566,"Contacto traumático con animales marinos, área industrial y de la construcción"
11307,W563,"Contacto traumático con animales marinos, áreas de deporte y atletismo"
11308,W564,"Contacto traumático con animales marinos, calles y carreteras"
11309,W565,"Contacto traumático con animales marinos, comercio y área de servicios"
11306,W562,"Contacto traumático con animales marinos, escuelas, otras instituciones y áreas administrativas públicas"
11311,W567,"Contacto traumático con animales marinos, granja"
11305,W561,"Contacto traumático con animales marinos, institución residencial"
11313,W569,"Contacto traumático con animales marinos, lugar no especificado"
11312,W568,"Contacto traumático con animales marinos, otro lugar especificado"
11304,W560,"Contacto traumático con animales marinos, vivienda"
11952,X26,Contacto traumático con animales y plantas marinas venenosos
11959,X266,"Contacto traumático con animales y plantas marinas venenosos, área industrial y de la construcción"
11956,X263,"Contacto traumático con animales y plantas marinas venenosos, áreas de deporte y atletismo"
11957,X264,"Contacto traumático con animales y plantas marinas venenosos, calles y carreteras"
11958,X265,"Contacto traumático con animales y plantas marinas venenosos, comercio y área de servicios"
11955,X262,"Contacto traumático con animales y plantas marinas venenosos, escuelas, otras instituciones y áreas administrativas  públicas"
11960,X267,"Contacto traumático con animales y plantas marinas venenosos, granja"
11954,X261,"Contacto traumático con animales y plantas marinas venenosos, institución residencial"
11962,X269,"Contacto traumático con animales y plantas marinas venenosos, lugar no especificado"
11961,X268,"Contacto traumático con animales y plantas marinas venenosos, otro lugar especificado"
11953,X260,"Contacto traumático con animales y plantas marinas venenosos, vivienda"
11985,X29,Contacto traumático con animales y plantas venenosos no especificados
11992,X296,"Contacto traumático con animales y plantas venenosos no especificados, área industrial y de la construcción"
11989,X293,"Contacto traumático con animales y plantas venenosos no especificados, áreas de deporte y atletismo"
11990,X294,"Contacto traumático con animales y plantas venenosos no especificados, calles y carreteras"
11991,X295,"Contacto traumático con animales y plantas venenosos no especificados, comercio y área de servicios"
11988,X292,"Contacto traumático con animales y plantas venenosos no especificados, escuelas, otras instituciones y áreas administrativas  públicas"
11993,X297,"Contacto traumático con animales y plantas venenosos no especificados, granja"
11987,X291,"Contacto traumático con animales y plantas venenosos no especificados, institución residencial"
11995,X299,"Contacto traumático con animales y plantas venenosos no especificados, lugar no especificado"
11994,X298,"Contacto traumático con animales y plantas venenosos no especificados, otro lugar especificado"
11986,X290,"Contacto traumático con animales y plantas venenosos no especificados, vivienda"
11897,X21,Contacto traumático con arañas venenosas
11904,X216,"Contacto traumático con arañas venenosas, área industrial y de la construcción"
11901,X213,"Contacto traumático con arañas venenosas, áreas de deporte y atletismo"
11902,X214,"Contacto traumático con arañas venenosas, calles y carreteras"
11903,X215,"Contacto traumático con arañas venenosas, comercio y área de servicios"
11900,X212,"Contacto traumático con arañas venenosas, escuelas, otras instituciones y áreas administrativas  públicas"
11905,X217,"Contacto traumático con arañas venenosas, granja"
11899,X211,"Contacto traumático con arañas venenosas, institución residencial"
11907,X219,"Contacto traumático con arañas venenosas, lugar no especificado"
11906,X218,"Contacto traumático con arañas venenosas, otro lugar especificado"
11898,X210,"Contacto traumático con arañas venenosas, vivienda"
11919,X23,"Contacto traumático con avispones, avispas y abejas"
11926,X236,"Contacto traumático con avispones, avispas y abejas, área industrial y de la construcción"
11923,X233,"Contacto traumático con avispones, avispas y abejas, áreas de deporte y atletismo"
11924,X234,"Contacto traumático con avispones, avispas y abejas, calles y carreteras"
11925,X235,"Contacto traumático con avispones, avispas y abejas, comercio y área de servicios"
11922,X232,"Contacto traumático con avispones, avispas y abejas, escuelas, otras instituciones y áreas administrativas  públicas"
11927,X237,"Contacto traumático con avispones, avispas y abejas, granja"
11921,X231,"Contacto traumático con avispones, avispas y abejas, institución residencial"
11929,X239,"Contacto traumático con avispones, avispas y abejas, lugar no especificado"
11928,X238,"Contacto traumático con avispones, avispas y abejas, otro lugar especificado"
11920,X230,"Contacto traumático con avispones, avispas y abejas, vivienda"
11930,X24,Contacto traumático con centípodos y miriápodos venenosos (tropicales)
11937,X246,"Contacto traumático con centípodos y miriápodos venenosos (tropicales), área industrial y de la construcción"
11934,X243,"Contacto traumático con centípodos y miriápodos venenosos (tropicales), áreas de deporte y atletismo"
11935,X244,"Contacto traumático con centípodos y miriápodos venenosos (tropicales), calles y carreteras"
11936,X245,"Contacto traumático con centípodos y miriápodos venenosos (tropicales), comercio y área de servicios"
11933,X242,"Contacto traumático con centípodos y miriápodos venenosos (tropicales), escuelas, otras instituciones y áreas administrativas  públicas"
11938,X247,"Contacto traumático con centípodos y miriápodos venenosos (tropicales), granja"
11932,X241,"Contacto traumático con centípodos y miriápodos venenosos (tropicales), institución residencial"
11940,X249,"Contacto traumático con centípodos y miriápodos venenosos (tropicales), lugar no especificado"
11939,X248,"Contacto traumático con centípodos y miriápodos venenosos (tropicales), otro lugar especificado"
11931,X240,"Contacto traumático con centípodos y miriápodos venenosos (tropicales), vivienda"
11017,W28,"Contacto traumático con cortadora de césped, con motor"
11024,W286,"Contacto traumático con cortadora de césped, con motor, área industrial y de la construcción"
11021,W283,"Contacto traumático con cortadora de césped, con motor, áreas de deporte y atletismo"
11022,W284,"Contacto traumático con cortadora de césped, con motor, calles y carreteras"
11023,W285,"Contacto traumático con cortadora de césped, con motor, comercio y área de servicios"
11020,W282,"Contacto traumático con cortadora de césped, con motor, escuelas, otras instituciones y áreas administrativas públicas"
11025,W287,"Contacto traumático con cortadora de césped, con motor, granja"
11019,W281,"Contacto traumático con cortadora de césped, con motor, institución residencial"
11027,W289,"Contacto traumático con cortadora de césped, con motor, lugar no especificado"
11026,W288,"Contacto traumático con cortadora de césped, con motor, otro lugar especificado"
11018,W280,"Contacto traumático con cortadora de césped, con motor, vivienda"
10995,W26,"Contacto traumático con cuchillo, espada, daga o puñal"
11002,W266,"Contacto traumático con cuchillo, espada, daga o puñal, área industrial y de la construcción"
10999,W263,"Contacto traumático con cuchillo, espada, daga o puñal, áreas de deporte y atletismo"
11000,W264,"Contacto traumático con cuchillo, espada, daga o puñal, calles y carreteras"
11001,W265,"Contacto traumático con cuchillo, espada, daga o puñal, comercio y área de servicios"
10998,W262,"Contacto traumático con cuchillo, espada, daga o puñal, escuelas, otras instituciones y áreas administrativas públicas"
11003,W267,"Contacto traumático con cuchillo, espada, daga o puñal, granja"
10997,W261,"Contacto traumático con cuchillo, espada, daga o puñal, institución residencial"
11005,W269,"Contacto traumático con cuchillo, espada, daga o puñal, lugar no especificado"
11004,W268,"Contacto traumático con cuchillo, espada, daga o puñal, otro lugar especificado"
